"","Nível Territorial (Código)","Nível Territorial","Município (Código)","Município","Trimestre (Código)","Trimestre","Variável (Código)","Variável","Sexo (Código)","Sexo","Unidade de Medida (Código)","Unidade de Medida","Valor"
"1596","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8397","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","4","Homens","2","%",1.9
"1597","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8397","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","5","Mulheres","2","%",1.8
"1598","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","4092","Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","6794","Total","1572","Mil pessoas",270
"1599","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","4092","Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","4","Homens","1572","Mil pessoas",118
"1600","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","4092","Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","5","Mulheres","1572","Mil pessoas",153
"1601","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","4093","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","6794","Total","2","%",7.6
"1602","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","4093","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","4","Homens","2","%",9.8
"1603","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","4093","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","5","Mulheres","2","%",8.5
"1604","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","4110","Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","6794","Total","2","%",100
"1605","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","4110","Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","4","Homens","2","%",43.5
"1606","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","4110","Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","5","Mulheres","2","%",56.5
"1607","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","4111","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","6794","Total","2","%",NA
"1608","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","4111","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","4","Homens","2","%",5.6
"1609","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","4111","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","5","Mulheres","2","%",4.3
"1610","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8344","Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","6794","Total","1572","Mil pessoas",138
"1611","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8344","Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","4","Homens","1572","Mil pessoas",55
"1612","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8344","Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","5","Mulheres","1572","Mil pessoas",83
"1613","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8345","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",10.1
"1614","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8345","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",12.4
"1615","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8345","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",11.8
"1616","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8386","Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",100
"1617","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8386","Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",39.8
"1618","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8386","Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",60.2
"1619","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8387","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",NA
"1620","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8387","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",8.1
"1621","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8387","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",5.3
"1622","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8346","Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","6794","Total","1572","Mil pessoas",126
"1623","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8346","Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","4","Homens","1572","Mil pessoas",47
"1624","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8346","Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","5","Mulheres","1572","Mil pessoas",79
"1625","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8347","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","6794","Total","2","%",10.4
"1626","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8347","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","4","Homens","2","%",16
"1627","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8347","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","5","Mulheres","2","%",10.7
"1628","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8388","Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","6794","Total","2","%",100
"1629","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8388","Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","4","Homens","2","%",37.6
"1630","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8388","Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","5","Mulheres","2","%",62.4
"1631","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8389","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","6794","Total","2","%",NA
"1632","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8389","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","4","Homens","2","%",10.1
"1633","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8389","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","5","Mulheres","2","%",6
"1634","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8348","Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","6794","Total","1572","Mil pessoas",397
"1635","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8348","Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","4","Homens","1572","Mil pessoas",165
"1636","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8348","Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","5","Mulheres","1572","Mil pessoas",232
"1637","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8349","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","6794","Total","2","%",6
"1638","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8349","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","4","Homens","2","%",8.1
"1639","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8349","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","5","Mulheres","2","%",6.4
"1640","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8390","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","6794","Total","2","%",100
"1641","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8390","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","4","Homens","2","%",41.6
"1642","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8390","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","5","Mulheres","2","%",58.4
"1643","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8391","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","6794","Total","2","%",NA
"1644","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8391","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","4","Homens","2","%",4.6
"1645","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8391","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","5","Mulheres","2","%",3.3
"1646","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8350","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","6794","Total","1572","Mil pessoas",409
"1647","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8350","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","4","Homens","1572","Mil pessoas",173
"1648","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8350","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","5","Mulheres","1572","Mil pessoas",236
"1649","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8351","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",5.8
"1650","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8351","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",7.7
"1651","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8351","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",6.7
